Uniprot	InterPro	Domain	Database.ID	Start	End
Q99XR0	IPR002293	Amino acid/polyamine transporter I	PF13520	16	430
Q99XR1	IPR010282	Uncharacterised protein family HutD/Ves	PF05962	10	170
Q99XR1	IPR010282	Uncharacterised protein family HutD/Ves	PTHR37943	3	172
Q99XR1	IPR011051	RmlC-like cupin domain superfamily	SSF51182	4	174
Q99XR1	IPR014710	RmlC-like jelly roll fold	G3DSA:2.60.120.10	12	176
Q99XR1	IPR014710	RmlC-like jelly roll fold	G3DSA:2.60.120.10	13	114
Q99XR2	IPR000559	Formate-tetrahydrofolate ligase, FTHFS	MF_01543	2	557
Q99XR2	IPR000559	Formate-tetrahydrofolate ligase, FTHFS	PF01268	4	557
Q99XR2	IPR020628	Formate-tetrahydrofolate ligase, FTHFS, conserved site	PS00721	104	114
Q99XR2	IPR020628	Formate-tetrahydrofolate ligase, FTHFS, conserved site	PS00722	329	340
Q99XR2	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	5	555
Q99XR3	IPR007044	Cyclodeaminase/cyclohydrolase	PF04961	8	185
Q99XR3	IPR036178	Formimidoyltransferase-cyclodeaminase-like superfamily	G3DSA:1.20.120.680	7	206
Q99XR3	IPR036178	Formimidoyltransferase-cyclodeaminase-like superfamily	SSF101262	3	206
Q99XR4	IPR004227	Formiminotransferase catalytic domain	TIGR02024	1	297
Q99XR4	IPR012886	Formiminotransferase, N-terminal subdomain	PF07837	4	179
Q99XR4	IPR012886	Formiminotransferase, N-terminal subdomain	SM01222	3	180
Q99XR4	IPR013802	Formiminotransferase, C-terminal subdomain	PF02971	182	285
Q99XR4	IPR013802	Formiminotransferase, C-terminal subdomain	SM01221	181	296
Q99XR4	IPR022384	Formiminotransferase catalytic domain superfamily	SSF55116	3	180
Q99XR4	IPR022384	Formiminotransferase catalytic domain superfamily	SSF55116	181	293
Q99XR4	IPR037064	Formiminotransferase, N-terminal subdomain superfamily	G3DSA:3.30.990.10	1	180
Q99XR4	IPR037070	Formiminotransferase, C-terminal subdomain superfamily	G3DSA:3.30.70.670	182	297
Q99XR5	IPR023636	Urocanase conserved site	PS01233	540	555
Q99XR5	IPR023637	Urocanase	MF_00577	61	660
Q99XR5	IPR023637	Urocanase	PIRSF001423	77	663
Q99XR5	IPR023637	Urocanase	PTHR12216	14	671
Q99XR5	IPR023637	Urocanase	TIGR01228	104	645
Q99XR5	IPR035085	Urocanase, Rossmann-like domain	PF01175	219	442
Q99XR5	IPR035400	Urocanase, N-terminal domain	PF17391	90	216
Q99XR5	IPR035401	Urocanase, C-terminal domain	PF17392	447	643
Q99XR5	IPR036190	Urocanase superfamily	SSF111326	82	652
Q99XR5	IPR038364	Urocanase, central domain superfamily	G3DSA:3.40.50.10730	220	442
Q99XR6	IPR002109	Glutaredoxin	PS51354	108	206
Q99XR6	IPR008255	Pyridine nucleotide-disulphide oxidoreductase, class-II, active site	PS00573	337	357
Q99XR6	IPR012081	Alkyl hydroperoxide reductase subunit F	PIRSF000238	2	510
Q99XR6	IPR012081	Alkyl hydroperoxide reductase subunit F	TIGR03140	4	510
Q99XR6	IPR012336	Thioredoxin-like fold	PF13192	124	194
Q99XR6	IPR023753	FAD/NAD(P)-binding domain	PF07992	209	487
Q99XR6	IPR036188	FAD/NAD(P)-binding domain superfamily	G3DSA:3.50.50.60	209	500
Q99XR6	IPR036188	FAD/NAD(P)-binding domain superfamily	G3DSA:3.50.50.60	319	441
Q99XR6	IPR036188	FAD/NAD(P)-binding domain superfamily	SSF51905	209	506
Q99XR6	IPR036249	Thioredoxin-like superfamily	SSF52833	3	100
Q99XR6	IPR036249	Thioredoxin-like superfamily	SSF52833	103	194
Q99XR7	IPR000866	Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant	PF00578	4	132
Q99XR7	IPR013766	Thioredoxin domain	PS51352	2	156
Q99XR7	IPR017559	Alkyl hydroperoxide reductase subunit C	PTHR10681:SF121	1	186
Q99XR7	IPR017559	Alkyl hydroperoxide reductase subunit C	TIGR03137	1	186
Q99XR7	IPR019479	Peroxiredoxin, C-terminal	PF10417	154	180
Q99XR7	IPR024706	Peroxiredoxin, AhpC-type	PIRSF000239	1	186
Q99XR7	IPR036249	Thioredoxin-like superfamily	G3DSA:3.40.30.10	1	185
Q99XR7	IPR036249	Thioredoxin-like superfamily	SSF52833	1	186
Q99XR8	IPR008463	Transcriptional regulator CtsR	PIRSF010607	1	151
Q99XR8	IPR008463	Transcriptional regulator CtsR	PTHR40028	4	150
Q99XR8	IPR040465	CtsR, N-terminal HTH domain	PF05848	5	74
Q99XR8	IPR041473	CtsR, C-terminal dimerization domain	PF17727	77	145
Q99XR8	IPR041902	CtsR, N-terminal domain superfamily	G3DSA:1.10.10.1240	4	72
Q99XR8	IPR041908	CtsR, C-terminal domain superfamily	G3DSA:1.10.1200.150	73	150
Q99XR9	IPR001270	ClpA/B family	PR00300	549	567
Q99XR9	IPR001270	ClpA/B family	PR00300	594	612
Q99XR9	IPR001270	ClpA/B family	PR00300	623	641
Q99XR9	IPR001270	ClpA/B family	PR00300	656	670
Q99XR9	IPR003593	AAA+ ATPase domain	SM00382	231	376
Q99XR9	IPR003593	AAA+ ATPase domain	SM00382	545	685
Q99XR9	IPR003959	ATPase, AAA-type, core	PF00004	236	368
Q99XR9	IPR003959	ATPase, AAA-type, core	PF07724	544	715
Q99XR9	IPR004176	Clp,  repeat (R) domain	PF02861	95	130
Q99XR9	IPR018368	ClpA/B, conserved site 1	PS00870	327	339
Q99XR9	IPR019489	Clp ATPase, C-terminal	PF10431	722	801
Q99XR9	IPR019489	Clp ATPase, C-terminal	SM01086	722	811
Q99XR9	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	194	446
Q99XR9	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	494	804
Q99XR9	IPR028299	ClpA/B, conserved site 2	PS00871	579	597
Q99XR9	IPR036628	Clp, N-terminal domain superfamily	G3DSA:1.10.1780.10	3	138
Q99XR9	IPR036628	Clp, N-terminal domain superfamily	SSF81923	4	127
Q99XR9	IPR041546	ClpA/ClpB, AAA lid domain	PF17871	376	459
Q99XS1	IPR005322	Peptidase C69, dipeptidase A	PF03577	25	423
Q99XS1	IPR005322	Peptidase C69, dipeptidase A	PTHR12994	23	485
Q99XS3	IPR006145	Pseudouridine synthase, RsuA/RluA	PF00849	66	213
Q99XS3	IPR006145	Pseudouridine synthase, RsuA/RluA	cd02869	67	243
Q99XS3	IPR006224	Pseudouridine synthase, RluC/RluD, conserved site	PS01129	103	117
Q99XS3	IPR006225	Pseudouridine synthase, RluC/RluD	TIGR00005	14	257
Q99XS3	IPR020103	Pseudouridine synthase, catalytic domain superfamily	SSF55120	57	257
Q99XS4	IPR035959	RutC-like superfamily	G3DSA:3.30.1330.40	1	126
Q99XS4	IPR035959	RutC-like superfamily	SSF55298	9	120
Q99XS5	IPR001264	Glycosyl transferase, family 51	PF00912	151	317
Q99XS5	IPR001460	Penicillin-binding protein, transpeptidase	PF00905	417	680
Q99XS5	IPR012338	Beta-lactamase/transpeptidase-like	G3DSA:3.40.710.10	348	702
Q99XS5	IPR012338	Beta-lactamase/transpeptidase-like	SSF56601	299	715
Q99XS5	IPR023346	Lysozyme-like domain superfamily	SSF53955	137	339
Q99XS5	IPR036950	Penicillin binding protein transglycosylase domain	G3DSA:1.10.3810.10	140	333
Q99XS6	IPR001901	Protein translocase complex, SecE/Sec61-gamma subunit	PF00584	2	53
Q99XS6	IPR005807	SecE subunit of protein translocation complex, bacterial-like	TIGR00964	3	50
Q99XS6	IPR038379	SecE superfamily	G3DSA:1.20.5.1030	1	55
Q99XS7	IPR001989	Radical-activating enzyme, conserved site	PS01087	18	39
Q99XS7	IPR007197	Radical SAM	PF04055	25	189
Q99XS7	IPR007197	Radical SAM	SFLDS00029	4	255
Q99XS7	IPR012839	Organic radical enzyme activase	PIRSF000371	1	58
Q99XS7	IPR012839	Organic radical enzyme activase	PIRSF000371	55	255
Q99XS7	IPR013785	Aldolase-type TIM barrel	G3DSA:3.20.20.70	3	256
Q99XS7	IPR034457	Organic radical-activating enzymes	PTHR30352	3	254
Q99XS8	IPR001034	DeoR-type HTH domain	PF08220	3	57
Q99XS8	IPR001034	DeoR-type HTH domain	PR00037	21	35
Q99XS8	IPR001034	DeoR-type HTH domain	PR00037	35	53
Q99XS8	IPR001034	DeoR-type HTH domain	PS51000	1	55
Q99XS8	IPR001034	DeoR-type HTH domain	SM00420	3	55
Q99XS8	IPR014036	DeoR C-terminal sensor domain	PF00455	68	227
Q99XS8	IPR018356	Transcription regulator, HTH DeoR-type, conserved site	PS00894	3	37
Q99XS8	IPR036388	Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	1	55
Q99XS8	IPR036390	Winged helix DNA-binding domain superfamily	SSF46785	2	56
Q99XS8	IPR037171	NagB/RpiA transferase-like	SSF100950	67	229
Q99XS9	IPR007324	Sugar-binding domain, putative	PF04198	59	314
Q99XS9	IPR037171	NagB/RpiA transferase-like	SSF100950	59	316
Q99XT0	IPR003188	Phosphotransferase system, lactose/cellobiose-type IIA subunit	PF02255	8	101
Q99XT0	IPR003188	Phosphotransferase system, lactose/cellobiose-type IIA subunit	PIRSF000699	1	106
Q99XT0	IPR003188	Phosphotransferase system, lactose/cellobiose-type IIA subunit	PS51095	4	102
Q99XT0	IPR003188	Phosphotransferase system, lactose/cellobiose-type IIA subunit	PTHR34382	4	104
Q99XT0	IPR003188	Phosphotransferase system, lactose/cellobiose-type IIA subunit	cd00215	7	102
Q99XT0	IPR036542	Phosphotransferase system, lactose/cellobiose-type IIA subunit superfamily	SSF46973	7	101
Q99XT1	IPR003501	Phosphotransferase system, EIIB component, type 2/3	PF02302	3	94
Q99XT1	IPR013012	Phosphotransferase system, EIIB component, type 3	PS51100	1	102
Q99XT1	IPR036095	PTS system IIB component-like superfamily	SSF52794	1	101
Q99XT2	IPR003352	Phosphotransferase system, EIIC	PF02378	26	356
Q99XT2	IPR004501	Phosphotransferase system, EIIC component, type 3	PS51105	6	416
Q99XT2	IPR004501	Phosphotransferase system, EIIC component, type 3	TIGR00410	18	429
Q99XT2	IPR004796	Phosphotransferase system, cellobiose-type IIC component	PIRSF006351	1	434
Q99XT3	IPR001150	Glycine radical domain	PF01228	683	787
Q99XT3	IPR001150	Glycine radical domain	PS51149	684	805
Q99XT3	IPR004184	Pyruvate formate lyase domain	PF02901	13	666
Q99XT3	IPR004184	Pyruvate formate lyase domain	PS51554	14	677
Q99XT3	IPR010098	Glycyl radical enzyme, PFL2/glycerol dehydratase family	TIGR01774	12	805
Q99XT3	IPR019777	Formate C-acetyltransferase glycine radical, conserved site	PS00850	776	784
Q99XT4	IPR001585	Transaldolase/Fructose-6-phosphate aldolase	PF00923	4	208
Q99XT4	IPR001585	Transaldolase/Fructose-6-phosphate aldolase	PTHR10683	1	219
Q99XT4	IPR013785	Aldolase-type TIM barrel	G3DSA:3.20.20.70	1	222
Q99XT4	IPR018225	Transaldolase, active site	PS00958	84	101
Q99XT4	IPR033919	Transaldolase/Fructose-6-phosphate aldolase, archaeal/bacterial	cd00956	2	215
Q99XT5	IPR001670	Alcohol dehydrogenase, iron-type/glycerol dehydrogenase GldA	PF00465	7	348
Q99XT5	IPR016205	Glycerol dehydrogenase	PIRSF000112	1	361
Q99XT5	IPR016205	Glycerol dehydrogenase	PTHR43616	2	360
Q99XT6	IPR007686	YutG/PgpA domain	PF04608	20	156
Q99XT6	IPR007686	YutG/PgpA domain	cd06971	14	144
Q99XT6	IPR026038	Putative phosphatidylglycerophosphatase	PIRSF019587	2	166
Q99XT6	IPR036681	PgpA-like superfamily	SSF101307	6	158
Q99XU0	IPR025384	Protein of unknown function DUF4298	PF14131	9	89
Q99XU2	IPR032317	RND efflux pump, membrane fusion protein, barrel-sandwich domain	PF16576	62	292
Q99XU3	IPR003439	ABC transporter-like	PF00005	21	169
Q99XU3	IPR003439	ABC transporter-like	PS50893	2	223
Q99XU3	IPR003593	AAA+ ATPase domain	SM00382	30	216
Q99XU3	IPR017871	ABC transporter, conserved site	PS00211	142	156
Q99XU3	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	1	220
Q99XU4	IPR003838	ABC transporter permease protein domain	PF02687	311	398
Q99XU4	IPR025857	MacB-like periplasmic core domain	PF12704	18	245
Q99XU5	IPR001789	Signal transduction response regulator, receiver domain	PF00072	4	112
Q99XU5	IPR001789	Signal transduction response regulator, receiver domain	PS50110	3	116
Q99XU5	IPR001789	Signal transduction response regulator, receiver domain	SM00448	2	112
Q99XU5	IPR001789	Signal transduction response regulator, receiver domain	cd00156	5	116
Q99XU5	IPR001867	OmpR/PhoB-type DNA-binding domain	PF00486	145	213
Q99XU5	IPR001867	OmpR/PhoB-type DNA-binding domain	PS51755	122	215
Q99XU5	IPR001867	OmpR/PhoB-type DNA-binding domain	SM00862	143	213
Q99XU5	IPR001867	OmpR/PhoB-type DNA-binding domain	cd00383	130	213
Q99XU5	IPR011006	CheY-like superfamily	SSF52172	1	175
Q99XU5	IPR036388	Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	125	217
Q99XU5	IPR039420	Transcriptional regulatory protein WalR-like	PTHR26402	1	213
Q99XU6	IPR003594	Histidine kinase/HSP90-like ATPase	PF02518	356	441
Q99XU6	IPR003594	Histidine kinase/HSP90-like ATPase	SM00387	351	460
Q99XU6	IPR003660	HAMP domain	PS50885	175	227
Q99XU6	IPR003660	HAMP domain	SM00304	175	227
Q99XU6	IPR003660	HAMP domain	cd06225	178	224
Q99XU6	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	PF00512	243	307
Q99XU6	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	SM00388	242	308
Q99XU6	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cd00082	240	304
Q99XU6	IPR005467	Histidine kinase domain	PS50109	249	460
Q99XU6	IPR036097	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain superfamily	SSF47384	228	306
Q99XU6	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	G3DSA:3.30.565.10	312	459
Q99XU6	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	SSF55874	312	457
Q99XU7	IPR007921	CHAP domain	PF05257	426	510
Q99XU7	IPR007921	CHAP domain	PS50911	408	534
Q99XU7	IPR038765	Papain-like cysteine peptidase superfamily	SSF54001	405	522
Q99XU9	IPR007737	Mga helix-turn-helix domain	PF05043	76	162
Q99XU9	IPR013199	M protein trans-acting positive regulator (MGA) HTH domain	PF08280	8	66
Q99XU9	IPR013236	M protein trans-acting positive regulator (MGA), PRD domain	PF08270	180	395
Q99XU9	IPR036388	Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	2	149
Q99XV0	IPR005877	YSIRK Gram-positive signal peptide	PF04650	5	30
Q99XV0	IPR005877	YSIRK Gram-positive signal peptide	TIGR01168	1	37
Q99XV0	IPR019931	LPXTG cell wall anchor domain	PS50847	450	484
Q99XV0	IPR019948	Gram-positive LPXTG cell wall anchor	PF00746	444	484
Q99XV0	IPR019950	M protein-type anchor domain	PR00015	444	459
Q99XV0	IPR019950	M protein-type anchor domain	PR00015	460	480
Q99XV1	IPR002559	Transposase, IS4-like	PF01609	145	374
Q99XV1	IPR008490	Transposase InsH, N-terminal	PF05598	54	129
Q99XV2	IPR005877	YSIRK Gram-positive signal peptide	PF04650	7	32
Q99XV2	IPR005877	YSIRK Gram-positive signal peptide	TIGR01168	1	38
Q99XV2	IPR019931	LPXTG cell wall anchor domain	PS50847	344	379
Q99XV3	IPR006127	Periplasmic solute binding protein, ZnuA-like	PF01297	35	302
Q99XV3	IPR006128	Adhesion lipoprotein	PR00690	32	50
Q99XV3	IPR006128	Adhesion lipoprotein	PR00690	62	75
Q99XV3	IPR006128	Adhesion lipoprotein	PR00690	75	92
Q99XV3	IPR006128	Adhesion lipoprotein	PR00690	195	216
Q99XV3	IPR006128	Adhesion lipoprotein	PR00690	248	266
Q99XV3	IPR006129	Adhesin B	PR00691	32	53
Q99XV3	IPR006129	Adhesin B	PR00691	75	94
Q99XV3	IPR006129	Adhesin B	PR00691	139	158
Q99XV3	IPR006129	Adhesin B	PR00691	195	212
Q99XV3	IPR006129	Adhesin B	PR00691	221	239
Q99XV3	IPR006129	Adhesin B	PR00691	244	261
Q99XV4	IPR006270	Streptococcal histidine triad repeat	PF04270	73	91
Q99XV4	IPR006270	Streptococcal histidine triad repeat	PF04270	195	245
Q99XV4	IPR006270	Streptococcal histidine triad repeat	PF04270	333	380
Q99XV4	IPR006270	Streptococcal histidine triad repeat	PF04270	423	471
Q99XV4	IPR006270	Streptococcal histidine triad repeat	PF04270	576	605
Q99XV4	IPR006270	Streptococcal histidine triad repeat	PF04270	666	723
Q99XV4	IPR023832	Histidine triad protein	TIGR01363	1	375
Q99XV4	IPR023832	Histidine triad protein	TIGR01363	654	810
Q99XV4	IPR037228	PhtA domain superfamily	SSF142887	192	244
Q99XV4	IPR037228	PhtA domain superfamily	SSF142887	328	379
Q99XV4	IPR037228	PhtA domain superfamily	SSF142887	419	470
Q99XV5	IPR008462	CsbD-like domain	PF05532	4	55
Q99XV5	IPR036629	YjbJ superfamily	G3DSA:1.10.1470.10	1	65
Q99XV5	IPR036629	YjbJ superfamily	SSF69047	1	65
Q99XV6	IPR003439	ABC transporter-like	PF00005	20	151
Q99XV6	IPR003439	ABC transporter-like	PS50893	3	208
Q99XV6	IPR003593	AAA+ ATPase domain	SM00382	28	202
Q99XV6	IPR017871	ABC transporter, conserved site	PS00211	124	138
Q99XV6	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	3	203
Q99XV7	IPR003439	ABC transporter-like	PF00005	31	174
Q99XV7	IPR003439	ABC transporter-like	PS50893	8	246
Q99XV7	IPR003593	AAA+ ATPase domain	SM00382	39	223
Q99XV7	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	5	230
Q99XV8	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	PF00528	88	261
Q99XV8	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	PS50928	69	259
Q99XV8	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	cd06261	69	252
Q99XV8	IPR035906	MetI-like superfamily	G3DSA:1.10.3720.10	58	264
Q99XV8	IPR035906	MetI-like superfamily	SSF161098	66	256
Q99XV9	IPR000914	Solute-binding protein family 5 domain	PF00496	83	415
Q99XV9	IPR030678	Peptide/nickel binding protein, MppA-type	PIRSF002741	1	527
Q99XV9	IPR039424	Solute-binding protein family 5	PTHR30290	44	537
Q99XW1	IPR006123	Staphylococcal/Streptococcal toxin, beta-grasp domain	PF02876	125	231
Q99XW1	IPR006126	Staphylococcal enterotoxin/Streptococcal pyrogenic exotoxin, conserved site	PS00278	149	172
Q99XW1	IPR006173	Staphylococcal/Streptococcal toxin, OB-fold	PF01123	35	117
Q99XW1	IPR008992	Enterotoxin	SSF50203	26	120
Q99XW1	IPR013307	Superantigen, staphylococcal/streptococcal toxin, bacterial	PR01898	108	121
Q99XW1	IPR013307	Superantigen, staphylococcal/streptococcal toxin, bacterial	PR01898	149	162
Q99XW1	IPR013307	Superantigen, staphylococcal/streptococcal toxin, bacterial	PR01898	162	176
Q99XW1	IPR016091	Superantigen toxin, C-terminal	SSF54334	123	231
Q99XW2	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	1	127
Q99XW3	IPR000182	GNAT domain	PF00583	40	133
Q99XW3	IPR000182	GNAT domain	PS51186	4	146
Q99XW3	IPR016181	Acyl-CoA N-acyltransferase	SSF55729	2	138
Q99XW4	IPR003593	AAA+ ATPase domain	SM00382	38	150
Q99XW4	IPR003959	ATPase, AAA-type, core	PF00004	42	144
Q99XW4	IPR008921	DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal	SSF48019	237	419
Q99XW4	IPR021886	MgsA AAA+ ATPase C-terminal	PF12002	252	415
Q99XW4	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	5	209
Q99XW4	IPR032423	AAA C-terminal domain	PF16193	174	251
Q99XW5	IPR006221	Anthranilate synthase/para-aminobenzoate synthase like domain	TIGR00566	1	184
Q99XW5	IPR017926	Glutamine amidotransferase	PF00117	3	183
Q99XW5	IPR017926	Glutamine amidotransferase	PS51273	1	188
Q99XW5	IPR029062	Class I glutamine amidotransferase-like	G3DSA:3.40.50.880	1	186
Q99XW5	IPR029062	Class I glutamine amidotransferase-like	SSF52317	1	186
Q99XW6	IPR001544	Aminotransferase class IV	PF01063	380	569
Q99XW6	IPR005801	ADC synthase	G3DSA:3.60.120.10	18	376
Q99XW6	IPR005801	ADC synthase	SSF56322	12	371
Q99XW6	IPR005802	Aminodeoxychorismate synthase, component I	TIGR00553	50	369
Q99XW6	IPR015890	Chorismate-utilising enzyme, C-terminal	PF00425	111	365
Q99XW6	IPR018300	Aminotransferase, class IV, conserved site	PS00770	503	532
Q99XW6	IPR019999	Anthranilate synthase component I-like	PR00095	213	226
Q99XW6	IPR019999	Anthranilate synthase component I-like	PR00095	227	240
Q99XW6	IPR019999	Anthranilate synthase component I-like	PR00095	307	321
Q99XW6	IPR019999	Anthranilate synthase component I-like	PR00095	322	336
Q99XW6	IPR036038	Aminotransferase-like, PLP-dependent enzymes	SSF56752	321	569
Q99XW6	IPR043131	Branched-chain-amino-acid aminotransferase-like, N-terminal	G3DSA:3.30.470.10	377	452
Q99XW6	IPR043132	Branched-chain-amino-acid aminotransferase-like, C-terminal	G3DSA:3.20.10.10	454	572
Q99XW7	IPR021380	Protein of unknown function DUF3013	PF11217	1	142
Q99XW8	IPR004498	Ribosomal protein L11 methyltransferase	MF_00735	4	307
Q99XW8	IPR004498	Ribosomal protein L11 methyltransferase	PIRSF000401	2	309
Q99XW8	IPR004498	Ribosomal protein L11 methyltransferase	TIGR00406	4	300
Q99XW8	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	SSF53335	69	306
Q99XW9	IPR006700	Ribosomal RNA small subunit methyltransferase E	PF04452	14	241
Q99XW9	IPR006700	Ribosomal RNA small subunit methyltransferase E	PIRSF015601	1	245
Q99XW9	IPR006700	Ribosomal RNA small subunit methyltransferase E	PTHR30027	1	244
Q99XW9	IPR006700	Ribosomal RNA small subunit methyltransferase E	TIGR00046	10	244
Q99XW9	IPR015947	PUA-like superfamily	SSF88697	2	60
Q99XW9	IPR029026	tRNA (guanine-N1-)-methyltransferase, N-terminal	G3DSA:3.40.1280.10	1	249
Q99XW9	IPR029028	Alpha/beta knot methyltransferases	SSF75217	69	244
Q99XX0	IPR001127	Phosphotransferase system, sugar-specific permease EIIA type 1	PF00358	581	705
Q99XX0	IPR001127	Phosphotransferase system, sugar-specific permease EIIA type 1	PS00371	644	656
Q99XX0	IPR001127	Phosphotransferase system, sugar-specific permease EIIA type 1	PS51093	598	702
Q99XX0	IPR001127	Phosphotransferase system, sugar-specific permease EIIA type 1	TIGR00830	583	702
Q99XX0	IPR001996	Phosphotransferase system, IIB component, type 1	PS51098	475	557
Q99XX0	IPR001996	Phosphotransferase system, IIB component, type 1	TIGR00826	445	537
Q99XX0	IPR003352	Phosphotransferase system, EIIC	PF02378	19	381
Q99XX0	IPR011055	Duplicated hybrid motif	G3DSA:2.70.70.10	572	727
Q99XX0	IPR011055	Duplicated hybrid motif	SSF51261	579	720
Q99XX0	IPR011300	Phosphotransferase system, IIBC component	TIGR02003	7	553
Q99XX0	IPR013013	Phosphotransferase system, EIIC component, type 1	PS51103	8	452
Q99XX0	IPR018113	Phosphotransferase system EIIB, cysteine phosphorylation site	PF00367	480	511
