UniProt	GOBP name	GOMF name	GOCC name	GOBP slim name	GOCC slim name	KEGG name	Pfam	GSEA	Keywords	Corum	GOBP	GOMF	GOCC	GOBP slim	GOCC slim	ENSG	ENSP	ENST	Isoform ID	Flybase	Gene name	Interpro	Interpro name	KEGG	MGI	MIM	PDB	Pfam	PRINTS	PRINTS name	Prosite	Prosite name	Protein name	Reactome	SGD	SMART	SMART name	Taxonomy	UniProt names	WormBase	EC	eggNOG
Q99Z35;Q48Y00	peptidoglycan metabolic process;polysaccharide biosynthetic process;carbohydrate metabolic process;polysaccharide metabolic process;aminoglycan metabolic process;aminoglycan biosynthetic process;glycosaminoglycan biosynthetic process;nitrogen compound metabolic process;cell cycle;metabolic process;regulation of cell shape;biosynthetic process;macromolecule biosynthetic process;peptidoglycan biosynthetic process;amine metabolic process;cellular process;cellular cell wall macromolecule metabolic process;carbohydrate biosynthetic process;regulation of anatomical structure morphogenesis;regulation of cell morphogenesis;glycosaminoglycan metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cell wall macromolecule metabolic process;cell wall macromolecule biosynthetic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;regulation of biological process;regulation of developmental process;regulation of cellular process;regulation of cellular component organization;cell division;biological regulation;regulation of biological quality;cellular component macromolecule biosynthetic process;cellular cell wall organization or biogenesis;cell wall organization or biogenesis;cell wall organization;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level	nucleotide binding;catalytic activity;binding;ATP binding;UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity;ligase activity;ligase activity, forming carbon-nitrogen bonds;acid-amino acid ligase activity;purine nucleotide binding;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding;UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity	cytoplasm;intracellular part;cell part	carbohydrate metabolic process;polysaccharide metabolic process;nitrogen compound metabolic process;cell cycle;metabolic process;biosynthetic process;amine metabolic process;cellular process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cell division;biological regulation;cellular cell wall organization or biogenesis;cell wall organization or biogenesis;cell wall organization	cytoplasm;cell part	Lysine biosynthesis;Peptidoglycan biosynthesis	Mur_ligase;Mur_ligase_C;Mur_ligase_M		Completeproteome;Referenceproteome		GO:0000270;GO:0000271;GO:0005975;GO:0005976;GO:0006022;GO:0006023;GO:0006024;GO:0006807;GO:0007049;GO:0008152;GO:0008360;GO:0009058;GO:0009059;GO:0009252;GO:0009308;GO:0009987;GO:0010382;GO:0016051;GO:0022603;GO:0022604;GO:0030203;GO:0034645;GO:0043170;GO:0044036;GO:0044038;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0050789;GO:0050793;GO:0050794;GO:0051128;GO:0051301;GO:0065007;GO:0065008;GO:0070589;GO:0070882;GO:0071554;GO:0071555;GO:0071840;GO:0071841	GO:0000166;GO:0003824;GO:0005488;GO:0005524;GO:0008766;GO:0016874;GO:0016879;GO:0016881;GO:0017076;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639;GO:0047480	GO:0005737;GO:0044424;GO:0044464	GO:0005975;GO:0005976;GO:0006807;GO:0007049;GO:0008152;GO:0009058;GO:0009308;GO:0009987;GO:0043170;GO:0044237;GO:0044238;GO:0051301;GO:0065007;GO:0070882;GO:0071554;GO:0071555	GO:0005737;GO:0044464	SPy_1420;M5005_Spy1157	AAK34232;AAZ51775	AAK34232;AAZ51775			murF	IPR004101;IPR013221;IPR000713;IPR005863	Mur_ligase_C;Mur_ligase_cen;Mur_ligase_N;UDP-N-AcMur-pentapeptide_synth	ko00300;ko00550				PF01225;PF02875;PF08245										Streptococcus pyogenes serotype M1	Q99Z35_STRP1			
Q99ZE9;Q48YI6	nucleobase-containing compound metabolic process;transcription, DNA-dependent;regulation of transcription, DNA-dependent;nitrogen compound metabolic process;metabolic process;biosynthetic process;macromolecule biosynthetic process;regulation of biosynthetic process;cellular process;regulation of gene expression;regulation of macromolecule biosynthetic process;RNA metabolic process;regulation of nucleobase-containing compound metabolic process;regulation of metabolic process;regulation of cellular metabolic process;regulation of cellular biosynthetic process;RNA biosynthetic process;cellular nitrogen compound metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;regulation of biological process;regulation of cellular process;regulation of nitrogen compound metabolic process;regulation of RNA metabolic process;regulation of macromolecule metabolic process;biological regulation;regulation of primary metabolic process;nucleic acid metabolic process;regulation of cellular macromolecule biosynthetic process	nucleic acid binding;DNA binding;binding		nucleobase-containing compound metabolic process;nitrogen compound metabolic process;metabolic process;biosynthetic process;cellular process;RNA metabolic process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;biological regulation			TetR_N		Completeproteome;Referenceproteome		GO:0006139;GO:0006351;GO:0006355;GO:0006807;GO:0008152;GO:0009058;GO:0009059;GO:0009889;GO:0009987;GO:0010468;GO:0010556;GO:0016070;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0032774;GO:0034641;GO:0034645;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0080090;GO:0090304;GO:2000112	GO:0003676;GO:0003677;GO:0005488		GO:0006139;GO:0006807;GO:0008152;GO:0009058;GO:0009987;GO:0016070;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0065007		SPy_1258;M5005_Spy0968	AAK34112;AAZ51586	AAK34112;AAZ51586			SPy_1258	IPR009057;IPR001647;IPR015893	Homeodomain-like;HTH_TetR;Tet_transcr_reg_TetR-like_C					PF00440			PS50977	HTH_TETR_2						Streptococcus pyogenes serotype M1	Q99ZE9_STRP1			
Q9A0Q3		nucleotide binding;nucleic acid binding;DNA binding;catalytic activity;helicase activity;binding;ATP binding;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;purine nucleotide binding;nucleoside-triphosphatase activity;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding					Helicase_C;ResIII		ATP-binding;Completeproteome;Helicase;Hydrolase;Nucleotide-binding;Referenceproteome			GO:0000166;GO:0003676;GO:0003677;GO:0003824;GO:0004386;GO:0005488;GO:0005524;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0017076;GO:0017111;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639				SPy_0669	AAK33630	AAK33630			SPy_0669	IPR006935;IPR014001;IPR001650;IPR027417	Helicase/UvrB_dom;Helicase_ATP-bd;Helicase_C;P-loop_NTPase					PF00271;PF04851			PS51192;PS51194	HELICASE_ATP_BIND_1;HELICASE_CTER				SM00487;SM00490	DEXDc;HELICc	Streptococcus pyogenes serotype M1	Q9A0Q3_STRP1			
Q99XN0									Completeproteome;Referenceproteome							SPy_2130	AAK34773	AAK34773			SPy_2130																	Streptococcus pyogenes serotype M1	Q99XN0_STRP1			
Q9A0M8									Completeproteome;Referenceproteome							SPy_0700	AAK33656	AAK33656			SPy_0700	IPR007119	Phage_minor_struct_N															Streptococcus pyogenes serotype M1	Q9A0M8_STRP1			
Q9A1E1		transporter activity;amine transmembrane transporter activity;organic acid transmembrane transporter activity;amino acid transmembrane transporter activity;branched-chain aliphatic amino acid transmembrane transporter activity;active transmembrane transporter activity;transmembrane transporter activity;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;carboxylic acid transmembrane transporter activity	integral to membrane;intrinsic to membrane;membrane part;cell part		cell part		Branch_AA_trans		Completeproteome;Referenceproteome			GO:0005215;GO:0005275;GO:0005342;GO:0015171;GO:0015658;GO:0022804;GO:0022857;GO:0022891;GO:0022892;GO:0046943	GO:0016021;GO:0031224;GO:0044425;GO:0044464		GO:0044464	SPy_0323	AAK33381	AAK33381			braB	IPR004685	Brnchd-chn_aa_trnsp_Livcs					PF05525										Streptococcus pyogenes serotype M1	Q9A1E1_STRP1			
Q99XM5							PriCT_1		Completeproteome;Referenceproteome							SPy_2135	AAK34778	AAK34778			SPy_2135	IPR014820	PriCT_1					PF08708								SM00942	PriCT_1	Streptococcus pyogenes serotype M1	Q99XM5_STRP1			
Q9A1D8		transporter activity;cation transmembrane transporter activity;ion transmembrane transporter activity;transmembrane transporter activity;substrate-specific transmembrane transporter activity;substrate-specific transporter activity					TrkH		Completeproteome;Referenceproteome			GO:0005215;GO:0008324;GO:0015075;GO:0022857;GO:0022891;GO:0022892				SPy_0327	AAK33384	AAK33384			ntpJ	IPR003445	Cat_transpt					PF02386										Streptococcus pyogenes serotype M1	Q9A1D8_STRP1			
Q99Z22							DUF1366		Completeproteome;Referenceproteome							SPy_1442	AAK34246	AAK34246			SPy_1442	IPR009796	DUF1366					PF07104										Streptococcus pyogenes serotype M1	Q99Z22_STRP1			
Q9A0N1							Phage_Gp15		Completeproteome;Referenceproteome							SPy_0696	AAK33653	AAK33653			SPy_0696	IPR009660	Phage_A500_Gp15					PF06854										Streptococcus pyogenes serotype M1	Q9A0N1_STRP1			
Q99YU3	nucleobase-containing compound metabolic process;transcription, DNA-dependent;nitrogen compound metabolic process;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;RNA metabolic process;RNA biosynthetic process;cellular nitrogen compound metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;nucleic acid metabolic process	nucleic acid binding transcription factor activity;nucleic acid binding;DNA binding;sequence-specific DNA binding transcription factor activity;binding		nucleobase-containing compound metabolic process;nitrogen compound metabolic process;metabolic process;biosynthetic process;cellular process;RNA metabolic process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process			LacI		Completeproteome;DNA-binding;Referenceproteome;Transcription;Transcriptionregulation		GO:0006139;GO:0006351;GO:0006807;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0016070;GO:0032774;GO:0034641;GO:0034645;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0090304	GO:0001071;GO:0003676;GO:0003677;GO:0003700;GO:0005488		GO:0006139;GO:0006807;GO:0008152;GO:0009058;GO:0009987;GO:0016070;GO:0034641;GO:0043170;GO:0044237;GO:0044238		SPy_1535	AAK34329	AAK34329			SPy_1535	IPR010982;IPR028082;IPR000843	Lambda_DNA-bd_dom;Peripla_BP_I;Tscrpt_reg_HTH_LacI					PF00356			PS50932	HTH_LACI_2				SM00354	HTH_LACI	Streptococcus pyogenes serotype M1	Q99YU3_STRP1			
Q99Z25									Completeproteome;Referenceproteome							SPy_1437	AAK34242	AAK34242			SPy_1437																	Streptococcus pyogenes serotype M1	Q99Z25_STRP1			
Q99YB1		nucleotide binding;catalytic activity;binding;ATP binding;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;ATPase activity;purine nucleotide binding;nucleoside-triphosphatase activity;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding				ABC transporters	ABC_tran		ATP-binding;Completeproteome;Nucleotide-binding;Referenceproteome			GO:0000166;GO:0003824;GO:0005488;GO:0005524;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0016887;GO:0017076;GO:0017111;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639				SPy_1784	AAK34519	AAK34519			SPy_1784	IPR003593;IPR003439;IPR017871;IPR027417	AAA+_ATPase;ABC_transporter-like;ABC_transporter_CS;P-loop_NTPase	ko02010				PF00005			PS00211;PS50893	ABC_TRANSPORTER_1;ABC_TRANSPORTER_2				SM00382	AAA	Streptococcus pyogenes serotype M1	Q99YB1_STRP1			
Q99YR1;Q48XK6							Cupin_2		3D-structure;Completeproteome;Referenceproteome							SPy_1581;M5005_Spy1301	AAK34365;AAZ51919	AAK34365;AAZ51919			SPy_1581	IPR013096;IPR014710;IPR011051	Cupin_2;RmlC-like_jellyroll;RmlC_Cupin				1YHF	PF07883										Streptococcus pyogenes serotype M1	Q99YR1_STRP1			
Q99ZF0;Q48YI7		nucleotide binding;catalytic activity;binding;ATP binding;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;ATPase activity;purine nucleotide binding;nucleoside-triphosphatase activity;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding					ABC_tran		ATP-binding;Completeproteome;Nucleotide-binding;Referenceproteome			GO:0000166;GO:0003824;GO:0005488;GO:0005524;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0016887;GO:0017076;GO:0017111;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639				SPy_1257;M5005_Spy0967	AAK34111;AAZ51585	AAK34111;AAZ51585			SPy_1257	IPR003593;IPR003439;IPR017871;IPR027417	AAA+_ATPase;ABC_transporter-like;ABC_transporter_CS;P-loop_NTPase					PF00005			PS00211;PS50893	ABC_TRANSPORTER_1;ABC_TRANSPORTER_2				SM00382	AAA	Streptococcus pyogenes serotype M1	Q99ZF0_STRP1			
Q99XX5;Q48WH4		nucleic acid binding;DNA binding;binding					HTH_30		Completeproteome;Referenceproteome			GO:0003676;GO:0003677;GO:0005488				SPy_1978;M5005_Spy1683	AAK34664;AAZ52301	AAK34664;AAZ52301			lrp	IPR009057;IPR025736	Homeodomain-like;PucR_C-HTH_dom					PF13556										Streptococcus pyogenes serotype M1	Q99XX5_STRP1			
Q9A1A5;Q490N3		catalytic activity;methyltransferase activity;transferase activity;transferase activity, transferring one-carbon groups					rRNA_methylase		Completeproteome;Referenceproteome			GO:0003824;GO:0008168;GO:0016740;GO:0016741				SPy_0377;M5005_Spy0316	AAK33419;AAZ50935	AAK33419;AAZ50935			SPy_0377	IPR010719;IPR029063	rRNA_methylase;SAM-dependent_MTases					PF06962										Streptococcus pyogenes serotype M1	Q9A1A5_STRP1			
Q99XH1;Q48VZ5							YfhO		Completeproteome;Referenceproteome							SPy_2211;M5005_Spy1862	AAK34838;AAZ52480	AAK34838;AAZ52480			SPy_2211	IPR018580	Uncharacterised_YfhO					PF09586										Streptococcus pyogenes serotype M1	Q99XH1_STRP1			
Q99XV6;Q48WE9		nucleotide binding;catalytic activity;binding;ATP binding;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;ATPase activity;purine nucleotide binding;nucleoside-triphosphatase activity;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding				ABC transporters	ABC_tran		Completeproteome;Referenceproteome			GO:0000166;GO:0003824;GO:0005488;GO:0005524;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0016887;GO:0017076;GO:0017111;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639				SPy_2004;M5005_Spy1708	AAK34686;AAZ52326	AAK34686;AAZ52326			dppE	IPR003593;IPR003439;IPR017871;IPR027417	AAA+_ATPase;ABC_transporter-like;ABC_transporter_CS;P-loop_NTPase	ko02010				PF00005			PS00211;PS50893	ABC_TRANSPORTER_1;ABC_TRANSPORTER_2				SM00382	AAA	Streptococcus pyogenes serotype M1	Q99XV6_STRP1			
Q9A0I2;Q48ZL4		nucleic acid binding;catalytic activity;binding;hydrolase activity;ion binding;cation binding;metal ion binding				Apoptosis			Completeproteome;Referenceproteome			GO:0003676;GO:0003824;GO:0005488;GO:0016787;GO:0043167;GO:0043169;GO:0046872				SPy_0766;M5005_Spy0586	AAK33708;AAZ51204	AAK33708;AAZ51204			endA	IPR018524;IPR001604	DNA/RNA_endonuclease_AS;DNA/RNA_non-sp_Endonuclease	ko04210							PS01070	NUCLEASE_NON_SPEC				SM00892	Endonuclease_NS	Streptococcus pyogenes serotype M1	Q9A0I2_STRP1			
Q9A160;Q490I5	sulfur amino acid metabolic process;sulfur amino acid biosynthetic process;organic acid metabolic process;nucleobase-containing compound metabolic process;cellular amino acid metabolic process;methionine metabolic process;sulfur compound metabolic process;nitrogen compound metabolic process;metabolic process;cellular amino acid biosynthetic process;catabolic process;biosynthetic process;aspartate family amino acid metabolic process;aspartate family amino acid biosynthetic process;methionine biosynthetic process;nucleoside metabolic process;nucleoside catabolic process;amine metabolic process;amine biosynthetic process;cellular process;organic acid biosynthetic process;L-methionine salvage from methylthioadenosine;carboxylic acid metabolic process;cellular nitrogen compound metabolic process;nucleobase-containing compound catabolic process;cellular ketone metabolic process;cellular metabolic compound salvage;amino acid salvage;oxoacid metabolic process;cellular amine metabolic process;cellular metabolic process;primary metabolic process;cellular catabolic process;cellular biosynthetic process;cellular nitrogen compound catabolic process;cellular nitrogen compound biosynthetic process;sulfur compound biosynthetic process;small molecule metabolic process;small molecule biosynthetic process;carboxylic acid biosynthetic process;heterocycle metabolic process;heterocycle catabolic process;nucleobase-containing small molecule metabolic process;L-methionine biosynthetic process;L-methionine salvage	catalytic activity;purine nucleosidase activity;adenosylhomocysteine nucleosidase activity;methylthioadenosine nucleosidase activity;hydrolase activity;hydrolase activity, acting on glycosyl bonds;hydrolase activity, hydrolyzing N-glycosyl compounds		organic acid metabolic process;nucleobase-containing compound metabolic process;cellular amino acid metabolic process;sulfur compound metabolic process;nitrogen compound metabolic process;metabolic process;catabolic process;biosynthetic process;nucleoside metabolic process;amine metabolic process;cellular process;cellular nitrogen compound metabolic process;nucleobase-containing compound catabolic process;cellular ketone metabolic process;cellular metabolic compound salvage;cellular metabolic process;primary metabolic process;small molecule metabolic process;heterocycle metabolic process;nucleobase-containing small molecule metabolic process		Cysteine and methionine metabolism	PNP_UDP_1		Amino-acidbiosynthesis;Completeproteome;Hydrolase;Methioninebiosynthesis;Referenceproteome		GO:0000096;GO:0000097;GO:0006082;GO:0006139;GO:0006520;GO:0006555;GO:0006790;GO:0006807;GO:0008152;GO:0008652;GO:0009056;GO:0009058;GO:0009066;GO:0009067;GO:0009086;GO:0009116;GO:0009164;GO:0009308;GO:0009309;GO:0009987;GO:0016053;GO:0019509;GO:0019752;GO:0034641;GO:0034655;GO:0042180;GO:0043094;GO:0043102;GO:0043436;GO:0044106;GO:0044237;GO:0044238;GO:0044248;GO:0044249;GO:0044270;GO:0044271;GO:0044272;GO:0044281;GO:0044283;GO:0046394;GO:0046483;GO:0046700;GO:0055086;GO:0071265;GO:0071267	GO:0003824;GO:0008477;GO:0008782;GO:0008930;GO:0016787;GO:0016798;GO:0016799		GO:0006082;GO:0006139;GO:0006520;GO:0006790;GO:0006807;GO:0008152;GO:0009056;GO:0009058;GO:0009116;GO:0009308;GO:0009987;GO:0034641;GO:0034655;GO:0042180;GO:0043094;GO:0044237;GO:0044238;GO:0044281;GO:0046483;GO:0055086		SPy_0447;M5005_Spy0365	AAK33465;AAZ50983	AAK33465;AAZ50983			pfs	IPR010049;IPR018017;IPR000845	MTA_SAH_Nsdase;Nucleoside_phosphorylase;Nucleoside_phosphorylase_d	ko00270				PF01048					5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase 2					Streptococcus pyogenes serotype M1	Q9A160_STRP1		3.2.2.9	
