												annotations												log2 SILAC ratios UV / ctrl																												protein abundances																															
Q9A1S4	rofA	SPy_0124	Regulatory protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=rofA PE=4 SV=1				51	22	497	58.3	8.31				HTH_Mga;Mga;PRD_Mga	PF05043;PF08270;PF08280	HTH_Mga_DNA-bd_dom;Mga_HTH;Mga_PRD_dom;WH-like_DNA-bd_sf	IPR007737;IPR013199;IPR013236;IPR036388					-	0.088995772	-0.177774476	-0.029602322	-0.077018305	0.411630716	0.930974226	-0.048849833	-0.066463568	-0.199556995	-0.103543937	0.023691776	0.150267333	0.996825293	-0.086468181	-0.161306856	-0.070743998	0.021622612	-0.13065265	0.301481083	0.390533957	-0.085270223	-1.064445383	0.369549578	0.642105566	1.136955644	0.542751215	0.598277636	0.271041351	669483572.3	591226285.5	656095099.8	546431050.2	733754312.2	618713025	649767938	692413448.6	580521548.5	502690568	469686536.6	521335984.2	556331481.8	474429924.8	472861245.7	407024272.4	36919744.58	47693334.5	42726327.37	37414455.68	33071476.29	40624689.1	38903481.44	37378600.81	6347140.903	8591967.359	7738150.224	12208881.63	4804084.712	13130786.04	9173429.189	11771796.73
P60434	rplB	M5005_Spy0047;SPy_0052	50S ribosomal protein L2 OS=Streptococcus pyogenes serotype M1 OX=301447 GN=rplB PE=3 SV=1	50S ribosomal protein L2 {ECO:0000255|HAMAP-Rule:MF_01320}			64	21	277	29.9	10.56	translation	rRNA binding;structural constituent of ribosome;transferase activity	large ribosomal subunit	Ribosomal_L2;Ribosomal_L2_C	PF00181;PF03947	NA-bd_OB-fold;Rbsml_prot_L2_RNA-bd_dom;Rib_L2_dom2;Ribosomal_L2;Ribosomal_L2_bac/org-type;Ribosomal_L2_C;Ribosomal_L2_CS;Ribosomal_L2_dom3;Translation_prot_SH3-like_sf	IPR002171;IPR005880;IPR008991;IPR012340;IPR014722;IPR014726;IPR022666;IPR022669;IPR022671			 this is somewhatcontroversial. Makes several contacts with the 16S rRNA in the 70Sribosome.;One of the primary rRNA binding proteins. Required forassociation of the 30S and 50S subunits to form the 70S ribosome,for tRNA binding and peptide bond formation. It has been suggestedto have peptidyltransferase activity		RBP	-0.02372452	-0.08595881	-0.056530593	-0.088363838	0.081546861	0.750287289	-0.06364444	-0.026994142	0.034296679	-0.038643244	0.013804941	0.899341489	0.996825293	-0.004383942	3.62542105	3.622053525	3.877538416	3.859260923	1.12E-06	0.000206812	3.746068479	4.483112944	5.266608849	4.41998498	5.336882288	1.92E-05	0.000215878	4.876647265	17346503685	21031866663	16938534043	19559343976	19632917006	22382466487	16011663953	23213764837	12114927065	14027591866	11740143427	12547658694	11783965566	13001338881	10608542158	11584445374	370417374.1	5198276578	4299771350	275269518.3	401400209.5	4803872334	4082809573	307049543.3	243648638.4	4885868262	3629679639	69833201.06	286186022.5	5955431601	5068261195	77261959.61
Q99YA0		SPy_1798	Uncharacterized protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1798 PE=4 SV=1				15	16	1275	142.6	8.63			integral component of membrane	DUF1533;LRR_8;NEAT	PF05031;PF07550;PF13855	DUF1533;EF_Hand_1_Ca_BS;Leu-rich_rpt;Leu-rich_rpt_typical-subtyp;LRR_dom_sf;NEAT_dom;NEAT_dom_sf	IPR001611;IPR003591;IPR006635;IPR011432;IPR018247;IPR032675;IPR037250					-	-0.067838274	0.028651737	0.136212212	0.183836465	0.263566535	0.905108007	0.070215535	-0.122293087	-0.160289542	0.129407206	-0.073897716	0.412043771	0.996825293	-0.056768285	1.196606286	0.819530292	1.393261938	1.041784264	0.0006349	0.002509793	1.112795695	1.401543149	0.940296154	1.43055744	1.123352611	0.000535304	0.001844627	1.223937339	1124149963	1212530658	1202811284	1086246326	1158415899	1232638124	1079503636	1278618891	858843718.2	932403830.9	835248468.4	751188623.9	665219734.2	718005980.8	670744805.4	630926048.2	36278777.77	284530254.7	295138019.6	29556530.31	37818389.73	236664734.4	262417384.6	32292765.97	24944671.35	229050480.8	260702942.2	16923971.44	22597950.17	219018934.2	237422584.5	12171760.66
Q99Y63		SPy_1851	Putative C3-degrading proteinase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1851 PE=4 SV=1				44	9	250	28.6	5.02				CppA_C;CppA_N	PF14506;PF14507	CppA_C;CppA_N;Glyas_Bleomycin-R_OHBP_Dase	IPR029068;IPR032702;IPR032703					-	-0.202439234	0.178530552	-0.101185033	0.161128015	0.920921532	0.998860838	0.009008575	-0.069909722	0.078647929	-0.121965465	0.085472521	0.902734252	0.996825293	-0.006938684	0.22919741	0.862537598	0.749725456	0.693664292	0.008256586	0.01915164	0.633781189	1.117110718	0.15813944	0.713558904	1.519069644	0.026109848	0.0422284	0.876969676	313908068.6	275293701.4	342398091.7	268980962.8	304387999.6	271218805.7	256372087.7	251487269	231376912.9	216760689.6	296567859.9	243437095.6	333346378.2	311101587.5	302735536.3	259326025.9	4979307.25	8453192.047	7753565.2	4495555.388	10418093.41	11698919.32	9588705.838	9113731.33	4009943.333	7739322.158	10442610.36	6332210.87	26154313.73	9475679.398	41102685.33	4003870.005
Q9A0L0	gyrB	M5005_Spy0553;SPy_0727	DNA gyrase subunit B OS=Streptococcus pyogenes serotype M1 OX=301447 GN=gyrB PE=3 SV=1	DNA gyrase subunit B {ECO:0000255|HAMAP-Rule:MF_01898}			44	24	650	72.2	5.54	DNA topological change;DNA-dependent DNA replication	ATP binding;DNA binding;DNA topoisomerase type II (ATP-hydrolyzing) activity;metal ion binding	chromosome;cytoplasm	DNA_gyraseB;DNA_gyraseB_C;HATPase_c;Toprim	PF00204;PF00986;PF01751;PF02518	DNA_gyrase_B_C;GyrB;HATPase_C;HATPase_C_sf;Ribosomal_S5_D2-typ_fold;Ribosomal_S5_D2-typ_fold_subgr;Topo_IIA;Topo_IIA_B_C;Topo_IIA_bsu_dom2;Topo_IIA-like_dom_sf;TopoIIA_CS;TOPRIM_domain;TOPRIM_GyrB	IPR001241;IPR002288;IPR003594;IPR006171;IPR011557;IPR013506;IPR013759;IPR013760;IPR014721;IPR018522;IPR020568;IPR034160;IPR036890		5.99.1.3	A type II topoisomerase that negatively supercoilsclosed circular double-stranded (ds) DNA in an ATP-dependentmanner to modulate DNA topology and maintain chromosomes in anunderwound state. Negative supercoiling favors strand separation,and DNA replication, transcription, recombination and repair, allof which involve strand separation. Also able to catalyze theinterconversion of other topological isomers of dsDNA rings,including catenanes and knotted rings. Type II topoisomerasesbreak and join 2 DNA strands simultaneously in an ATP-dependentmanner.	Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01898}.	-	0.007709901	-0.03795112	-0.003846758	0.058076777	0.849978804	0.998860838	0.0059972	-0.01211768	-0.035008384	0.219691845	-0.017539445	0.547790646	0.996825293	0.038756584	0.105942169	0.322051436	0.154708437	0.278574249	0.046687195	0.081557299	0.215319073	0.539594556	0.404885847	0.390051757	1.667362196	0.049256253	0.073167055	0.750473589	1062295590	1035889839	1041218997	914021436	1058218775	911027649.4	947262117.6	1044256223	655959471.2	482086338.6	870024319.2	844221539.4	952671056.2	837088855.6	996771597.5	1249669611	57074895.19	15126839.56	36872465.51	14729638.01	9590707.292	15102799.56	26572659.33	14461189.34	11374234.24	5294227.107	8513113.051	5197009.478	19835390.42	6753598.999	15141085.26	14842886.61
Q99ZY1	estA	SPy_1022	Putative tributyrin esterase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=estA PE=4 SV=1				44	6	261	30	5.64				Esterase	PF00756	AB_hydrolase;Esterase_put	IPR000801;IPR029058					-	0.151761681	-0.164120231	-0.100024552	-0.509273996	0.262383218	0.905108007	-0.155414275	-0.052880157	-0.043762919	-0.092054388	0.042956495	0.389670352	0.996825293	-0.036435242	1.263540672	0.514516708	0.347110327	0.30025435	0.036732476	0.066656778	0.606355514	1.520818546	0.937693347	1.90523782	-1.349085013	0.291451395	0.344606363	0.753666175	595373550.9	465029216.6	559902647.8	420849280.2	592620146.8	462928406.8	528683921.2	483653506.3	441962829.7	413454051.3	514416815	397995997.8	506870474	430114263.5	514368227.1	410961459.7	13098636.59	11076091.94	37835225.39	15334034.47	20775987.95	13727987.15	11427409.15	21105737.94	14655020.62	30013519.29	24789741.93	29731050.76	16756265.11	31772889.62	13709620.81	39857582.07
Q9A0A3	fms	SPy_0870	Peptide deformylase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=fms PE=3 SV=1	Peptide deformylase {ECO:0000256|SAAS:SAAS01077920}			68	8	136	15.8	7.9	translation	metal ion binding;peptide deformylase activity		Pep_deformylase	PF01327	Peptide_deformylase;Peptide_deformylase_sf	IPR023635;IPR036821		3.5.1.88	Removes the formyl group from the N-terminal Met ofnewly synthesized proteins.		-	-0.006056101	-0.218111003	-0.066288359	-0.085839808	0.106280198	0.773583996	-0.094073818	0.021530524	-0.151539618	0.372188783	0.427213084	0.240663342	0.996825293	0.167348193	0.699337876	1.501115442	0.745399472	0.450554666	0.01259894	0.026924638	0.849101864	0.752728746	0.944646022	0.366364188	0.469990715	0.008989618	0.017909005	0.633432418	202275958.1	189696044.9	217819664.9	183916270.2	260544475.4	321447143.8	226653148.1	268494803.1	68083102.37	52594462.6	62076164.72	37448092.28	80871419.68	78602155.15	75779213.46	53232415.04	1110279.937	4092889.099	5690910.273	1957789.648	1792757.413	2111356.768	4247407.034	1665777.389	806547.6904	1768140.847	2318755.335	667787.1898	1412632.171	2811974.997	3067074.572	1020059.985
Q99Z48		SPy_1401	Uncharacterized protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1401 PE=4 SV=1				12	5	406	47.7	8.69				DUF3114	PF11311	DUF3114	IPR021462					-	4.982067379	-0.28792281	-1.156968984	-0.166537279	0.520866655	0.930974226	0.842659577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2188498.087	29798928.34	2767120.255	8468557.989	2662082.362	6353747.301	4628946.908	6219744.57	6033048.043	1423653.617	NA	2121194.941	6754523.819	13073463.64	NA	3692206.062	290099.4151	2003277.826	2218612.288	79885.77612	174122.8015	1694727.305	1812850.793	NA	NA	575275.1375	451151.9785	129413.0131	NA	780835.6211	346316.8763	NA
P68903	frr	M5005_Spy0380;SPy_0463	Ribosome-recycling factor OS=Streptococcus pyogenes serotype M1 OX=301447 GN=frr PE=3 SV=1	Ribosome-recycling factor {ECO:0000255|HAMAP-Rule:MF_00040}	RF {ECO:0000255|HAMAP-Rule:MF_00040}	rrf	50	8	185	20.6	5.83	translational termination		cytoplasm	RRF	PF01765	Ribosome_recyc_fac;Ribosome_recyc_fac_dom;RRF_sf	IPR002661;IPR023584;IPR036191			Responsible for the release of ribosomes from messengerRNA at the termination of protein biosynthesis. May increase theefficiency of translation by recycling ribosomes from one round oftranslation to another.	Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00040}.	RBP	-0.020491638	0.069252295	-0.025593139	0.011899258	0.789426621	0.987493168	0.008766694	0.059704353	-0.026994142	0.048103262	0.006946352	0.549686273	0.996825293	0.021939956	0.937800888	0.684682062	1.075642261	0.587203014	0.001708934	0.005555687	0.821332056	0.710429032	0.390892561	0.430447404	0.484380508	0.006405522	0.013499241	0.504037376	3002210315	2989505273	3145574948	2703605467	3035033115	3094139326	2555152170	2997344010	2889380216	3012343326	3032777984	2755643187	2167692779	2282603098	2419432046	2187928378	33510207.97	73533448.3	70702296.65	37723430.95	43644261.51	74601747.85	55933409.66	47551540.56	47631220.26	72636061.7	59461549.85	36995974.17	53810357.15	74742382.58	49129944.39	35669162.83
Q99YV1		SPy_1527	Putative GTP-binding protein TypA/BipA (Tyrosine phosphorylated protein A) OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1527 PE=4 SV=1				63	30	613	68.5	5		GTP binding;GTPase activity		EFG_C;GTP_EFTU;GTP_EFTU_D2	PF00009;PF00679;PF03144	BipA_V;EFG_III/V;EFG_V-like;EFTu-like_2;G_TR_CS;P-loop_NTPase;Small_GTP-bd_dom;TF_GTP-bd_dom;Transl_B-barrel_sf;TypA_GTP-bd	IPR000640;IPR000795;IPR004161;IPR005225;IPR006298;IPR009000;IPR027417;IPR031157;IPR035647;IPR035651					-	-0.002966529	-0.019409256	-0.042943863	-0.031061088	0.396537636	0.930974226	-0.024095184	-0.021730682	-0.00501213	0.02644918	-0.061341988	0.664723606	0.996825293	-0.015408905	0.169905059	0.195756435	0.264922861	0.153666211	0.040987582	0.072963095	0.196062642	0.405977449	0.428583639	0.517846548	0.413621849	0.005057426	0.011117618	0.441507371	3944771422	4142282270	3892004763	3490804482	3952429584	4476609696	3665891975	4383196196	3517426750	3572510088	3684392383	3361921479	3874932211	3690963617	3773825125	3295536180	156784589.7	112694754.5	191257737.3	85511802.5	166359983.3	119975530.4	166269325.5	95491551.26	84115259.54	21150331.39	100135555.9	15255138.79	103739324.2	41433975.16	137352927	18190981.53
Q9A0D7		SPy_0818	Uncharacterized protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_0818 PE=4 SV=1				45	14	430	48.5	6.01			integral component of membrane	PGA_cap	PF09587	Capsule_synth_CapA;Metallo-depent_PP-like	IPR019079;IPR029052					-	0.121449191	-0.187145446	0.090181558	-0.325569149	0.477580276	0.930974226	-0.075270961	0.14071967	-0.142794483	0.127283302	-0.203769057	0.821683978	0.996825293	-0.019640142	2.836017356	2.00697419	2.845862473	1.836849229	0.000433493	0.001877663	2.381425812	3.808104215	2.011928512	3.607272078	2.525960822	0.001134279	0.003350283	2.988316407	215021911.3	275705843.9	261038842.9	255102706.7	205944870.3	250919781.9	224925256.5	314262616.1	231998162.2	267729064.5	250116001.7	253101576.6	291617278.3	338179283.5	310891316.8	328363009.7	1686495.053	12232085.55	13247910.34	3612101.581	1651996.796	8208292.046	11626478.67	2139956.191	1547956.186	30122679.32	29394427.39	4810750.315	2009085.491	29261737.06	25997578.23	3045407.897
P65925	pyrG	M5005_Spy1610;SPy_1894	CTP synthase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=pyrG PE=3 SV=1	CTP synthase {ECO:0000255|HAMAP-Rule:MF_01227}			75	29	534	59.5	6.09	'de novo' CTP biosynthetic process;glutamine metabolic process	ATP binding;CTP synthase activity;metal ion binding		CTP_synth_N;GATase	PF00117;PF06418	Class_I_gatase-like;CTP_synthase;CTP_synthase_N;GATASE;GATase1_CTP_Synthase;P-loop_NTPase	IPR004468;IPR017456;IPR017926;IPR027417;IPR029062;IPR033828		6.3.4.2	Catalyzes the ATP-dependent amination of UTP to CTP witheither L-glutamine or ammonia as the source of nitrogen. Regulatesintracellular CTP levels through interactions with the fourribonucleotide triphosphates.		-	0.028439133	-0.020594685	0.000573206	-0.07195157	0.628870363	0.951664765	-0.015883479	0.05068634	-0.037604503	-0.017907618	0.028141258	0.871669952	0.996825293	0.00582887	-0.261235794	0.424465732	0.309338219	0.166348894	0.321767657	0.412371944	0.159729262	-0.208701029	0.087524484	-0.185767588	0.816344753	0.589381649	0.643191101	0.127350155	2133749016	1907598528	2134719761	1664417702	2056893382	1829645260	1886995598	2036607794	1893586371	1576677889	2115277902	1417582716	1988859216	1846044192	2256374454	1623656603	46143038.55	29102151	60859663.86	18986346.82	143714720.8	38620412.9	99611322.89	25249964.67	41009143.99	8538144.139	31643094.43	10501535.54	40508258.58	12909634.96	33141087.47	7679359.551
Q9A0I1	pheS	M5005_Spy0587;SPy_0768	Phenylalanine--tRNA ligase alpha subunit OS=Streptococcus pyogenes serotype M1 OX=301447 GN=pheS PE=3 SV=2	Phenylalanine--tRNA ligase alpha subunit {ECO:0000255|HAMAP-Rule:MF_00281}			53	16	347	39.2	5.97	phenylalanyl-tRNA aminoacylation	ATP binding;magnesium ion binding;phenylalanine-tRNA ligase activity;tRNA binding	cytoplasm	Phe_tRNA-synt_N;tRNA-synt_2d	PF01409;PF02912	aa-tRNA-synth_II;Phe_tRNA_ligase_alpha1_bac;Phenylalanyl-tRNA_Synthase;Phe-tRNA_ligase_II_N;Phe-tRNA-synth_IIc_asu;tRNA-bd_arm	IPR002319;IPR004188;IPR004529;IPR006195;IPR010978;IPR022911		6.1.1.20		Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00281}.	RBP	-0.028897772	0.058076777	0.036177826	-0.085839808	0.896918241	0.998860838	-0.005120744	0.005271071	-0.00389666	0.022986739	-0.030941192	0.959754594	0.996825293	-0.00164501	0.341265499	0.0381626	0.356077176	-0.045551861	0.183397815	0.254820067	0.172488353	1.044789238	0.744702879	0.574416707	1.011716779	0.002088824	0.005472433	0.843906401	1624307001	1702543465	1666805021	1526872519	1625309398	1720653261	1420920880	1817689550	1315090402	1328955161	1364076896	1164673079	1553056768	1599398016	1468437946	1502092579	46782347.08	130530763	64381123.46	88618246.93	57131707.18	100627874.8	58738729.45	124368600.7	18254424.9	106306157.7	33053326.9	71646829.82	13680916.45	90425642.37	27200808.01	100070414.7
P63959	dltC	M5005_Spy1071;SPy_1310	D-alanyl carrier protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=dltC PE=3 SV=1	D-alanyl carrier protein {ECO:0000255|HAMAP-Rule:MF_00565}	CP {ECO:0000255|HAMAP-Rule:MF_00565}		51	5	79	9	3.95	cell wall organization;lipoteichoic acid biosynthetic process	D-alanyl carrier activity	cytoplasm	PP-binding	PF00550	ACP-like_sf;DltC;PP-bd_ACP	IPR003230;IPR009081;IPR036736			Carrier protein involved in the D-alanylation oflipoteichoic acid (LTA). The loading of thioester-linked D-alanineonto DltC is catalyzed by D-alanine--D-alanyl carrier proteinligase DltA. The DltC-carried D-alanyl group is furthertransferred to cell membrane phosphatidylglycerol (PG) by formingan ester bond, probably catalyzed by DltD. D-alanylation of LTAplays an important role in modulating the properties of the cellwall in Gram-positive bacteria, influencing the net charge of thecell wall.	Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00565}.	-	-0.062492017	-0.051329047	-0.031019576	-0.060407199	0.109697958	0.773583996	-0.05131196	-0.075288708	-0.131787773	-0.150050155	-0.058774334	0.038298385	0.817032218	-0.103975242	-0.128186856	-0.364004263	-0.201457999	0.012546562	0.135223649	0.198705606	-0.170275639	-0.647937313	-1.811117664	-0.505926933	-0.964935768	0.018303863	0.031823762	-0.982479419	210905299	201062586.1	265489728.9	243190752	126054373.9	124965960	114354754	131883131.2	255224031	232949842.5	237171592	228143940.2	205346343.4	182916447.7	208458941.4	195028107.3	15925683.77	15291561.17	12283806.62	13094122.1	15307440.21	14177946.93	16214367.25	19648088.89	17315324.29	10347707.84	12269743.18	24223592.94	25122107.68	18051841.11	12710923.81	24259360.08
P63705	lacD2	M5005_Spy1635;SPy_1919	Tagatose 1,6-diphosphate aldolase 2 OS=Streptococcus pyogenes serotype M1 OX=301447 GN=lacD2 PE=1 SV=1	Tagatose 1,6-diphosphate aldolase 2		lacD.2	30	9	327	36.6	4.96	D-tagatose 6-phosphate catabolic process;lactose catabolic process via tagatose-6-phosphate	tagatose-6-phosphate kinase activity;tagatose-bisphosphate aldolase activity		DeoC	PF01791	Aldolase_TIM;DeoC/FbaB/lacD_aldolase;Tag_1.6-dipho_adolase	IPR002915;IPR005927;IPR013785	3JRK;3MHF;3MHG;5F2G;5F2I;5F2L;5F2M;5F4S;5F4W;5FF7	4.1.2.40			-	-1.975521225	2.912919695	-3.019581716	1.459495824	0.90321993	0.998860838	-0.155671856	-3.031422627	2.635604123	-2.676855219	2.711297806	0.950216928	0.996825293	-0.090343979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	205184064.9	6977975.432	234079964.9	8365019.877	231242781.3	9768060.129	201316803.6	5287073.94	103854278.7	7687626.152	128364372.7	5707648.174	104750955.5	7723363.816	90265281.72	6774941.284	760257.0408	5762790.921	598639.3153	NA	751279.7781	5540309.819	1176363.35	NA	195919.6488	7094845.278	216856.0437	NA	379865.1903	5776954.756	306482.1935	NA
Q99Y99	isp2	SPy_1801	Immunogenic secreted-like protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=isp2 PE=4 SV=1				32	12	503	54.4	6.24				CHAP	PF05257	CHAP_dom;Papain_like_cys_pep_sf	IPR007921;IPR038765					-	0.224585868	-0.34592011	0.437299429	-0.089997298	0.725452569	0.986722081	0.056491972	-0.065058029	-0.548441471	0.152318432	0.332777275	0.854872972	0.996825293	-0.032100948	0.178202468	-0.005788475	0.224863359	-0.090351876	0.439574263	0.52799077	0.076731369	0.007930645	-0.659290936	-0.074429254	-0.663707319	0.113319399	0.150764069	-0.347374216	28684770.04	37017189.36	45371007.09	47859824.7	32876950.36	32005449.82	26511325.43	37474329.5	16012372.02	19639505.63	23453144.83	38647062.37	10837444.08	9626710.226	11765765.67	8543251.069	38181788.26	43779525.79	53503143.06	45034037.02	29057827.71	35477624.28	29446360.66	38121069.49	31743549.64	27381148.91	27105582.21	34098204.65	24662558.3	22935166.19	21271625.89	24705431.55
P66751	ruvA	M5005_Spy1802;SPy_2119	Holliday junction ATP-dependent DNA helicase RuvA OS=Streptococcus pyogenes serotype M1 OX=301447 GN=ruvA PE=3 SV=1	Holliday junction ATP-dependent DNA helicase RuvA {ECO:0000255|HAMAP-Rule:MF_00031}			54	6	198	21.9	6.95	DNA recombination;DNA repair;SOS response	ATP binding;DNA binding;four-way junction helicase activity	Holliday junction helicase complex	RuvA_C;RuvA_N	PF01330;PF07499	DNA_helicase_Holl-junc_RuvA_I;Hlx-hairpin-Hlx_DNA-bd_motif;NA-bd_OB-fold;RuvA;RuvA_2-like;RuvA_C;RuvA_C_sf	IPR000085;IPR003583;IPR010994;IPR011114;IPR012340;IPR013849;IPR036267		3.6.4.12	The RuvA-RuvB complex in the presence of ATP renaturescruciform structure in supercoiled DNA with palindromic sequence,indicating that it may promote strand exchange reactions inhomologous recombination. RuvAB is a helicase that mediates theHolliday junction migration by localized denaturation andreannealing. RuvA stimulates, in the presence of DNA, the weakATPase activity of RuvB.		-	-0.026237429	0.124748743	0.278153658	-0.082264556	0.373765223	0.930974226	0.073600104	-0.001500987	0.003553631	0.033739087	0.052233559	0.517281109	0.996825293	0.022006322	1.00035263	1.250036293	0.97515037	0.532912056	0.002296261	0.007005259	0.939612837	1.961857947	6.637943579	6.637943579	6.608273394	0.004796104	0.010665754	5.461504625	112209373.4	104959593	112279747.6	88558724.12	105970778.3	96446695.19	100879249.5	115830004.7	115127848.5	116250094.5	110939196.1	104816610.8	99653256.77	114533829.9	106303214.5	108452176	722857.9448	900542.595	1867077.126	639457.7676	473503.9862	1013436.334	1459850.585	692573.2877	273401.8774	1751631.663	1852213.833	NA	NA	1213271.998	1020790.431	NA
