locus_tag	old_locus_tag	Gene_name	UniProt	protein_id	Pfam	eggNOG_PFAMs	Interpro	RBP_type	OOPS_rep1	OOPS_rep2	OOPS_rep3	OOPS_rep4	OOPS_mean	OOPS_p_val	OOPS_p_adj	RNA_binding_sites	Novel_RBP	product	Bacteria_OGs	Firmicutes_OGs	eco-shchepachev	eco-queiroz	eco-monti	eco-stenum	sal-urdaneta	sau-chu
SPY_RS01565	SPy_0342	snf	Q9A1C9	WP_010921907.1	"Helicase_C;SNF2_assoc;SNF2_N;SWIM"	Helicase_C,SNF2_N,SNF2_assoc,SWIM	"Helicase_ATP-bd;Helicase_C;Helicase_SWF/SNF/SWI_bac;P-loop_NTPase;SNF2_N;Znf_SWIM"	-	0.983518346	0.608267847	0.612329274	0.339714269	0.635957434	0.007048835	0.016989556	-	No	DEAD/DEAH box helicase	COG0553	1TPFZ	RBP	no_RBP	RBP	no_RBP	no_RBP	no_homolog
SPY_RS01570	SPy_0343	SPy_0343	Q9A1C8	WP_010921908.1	-	-	-	-	-0.318865102	0.489858304	0.339351653	0.072290754	0.145658902	0.420769735	0.510103355	-	No	hypothetical protein	304WH	1TXB8	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS01575	SPy_0345	murC	Q9A1C7	WP_002991005.1	"Mur_ligase;Mur_ligase_C;Mur_ligase_M"	Mur_ligase,Mur_ligase_C,Mur_ligase_M	"Mur_ligase_C;Mur_ligase_cen;Mur_ligase_N;NAD(P)-bd_dom;UDP-N-AcMur_Ala_ligase_murC"	-	0.546941868	0.55930752	0.043493462	0.310244846	0.364996924	0.037364466	0.067368052	-	No	UDP-N-acetylmuramate--L-alanine ligase	COG0773	1TQ5H	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS01580	SPy_0346	SPy_0346	Q9A1C6	WP_010921909.1	Acetyltransf_7	Acetyltransf_1,Acetyltransf_10	"Acyl_CoA_acyltransferase;GNAT_dom"	-	-	-	-	-	-	-	-	-	No	N-acetyltransferase	COG0454	1VB76	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS01585	SPy_0348	mltG	Q9A1C5	WP_010921910.1	YceG	YceG	"UPF0755_YceG-like;Znf_C2H2/integrase_DNA-bd"	-	2.107312152	1.633642878	1.654582525	1.404306576	1.699961033	0.00020646	0.001047224	-	No	endolytic transglycosylase MltG	COG1559	1TS48	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS01590	SPy_0349	greA	P64285	WP_002990993.1	"GreA_GreB;GreA_GreB_N"	GreA_GreB,GreA_GreB_N	"TF_GreA/GreB_CS;Tscrpt_elong_fac_GreA;Tscrpt_elong_fac_GreA/B;Tscrpt_elong_fac_GreA/B_C;Tscrpt_elong_fac_GreA/B_fam;Tscrpt_elong_fac_GreA/B_N"	Other RBP	0.056580657	-0.024803559	0.181149309	-0.045783942	0.041785616	0.616279991	0.686001242	"71I; 117F"	No	transcription elongation factor GreA	COG0782	1V44S	RBP	RBP	no_RBP	RBP	RBP	no_RBP
SPY_RS01595	SPy_0351	yidC	Q9A1C3	WP_010921911.1	60KD_IMP	60KD_IMP	"Membr_insert_YidC/Oxa1_C;Membrane_insert_OXA1/ALB3/YidC;YidC/YidC1/YidC2_Firmicutes"	-	2.374439078	2.678853791	2.821248841	2.121570472	2.499028046	0.0000521	0.000504379	-	No	membrane protein insertase YidC	COG0706	1TSDN	RBP	no_RBP	no_RBP	no_RBP	no_RBP	RBP
SPY_RS01600	SPy_0352	acyP	Q9A1C2	WP_010921912.1	Acylphosphatase	Acylphosphatase	"Acylphosphatase-like_dom;Acylphosphatase_CS"	-	-	-	-	-	-	-	-	-	No	acylphosphatase	COG1254	COG1254	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS01610	SPy_0356	spoU	Q9A1C1	WP_002990984.1	"SpoU_methylase;SpoU_sub_bind"	SpoU_methylase,SpoU_sub_bind	"Alpha/beta_knot_MTases;L30e-like;SpoU_MeTrfase;SpoU_subst-bd;tRNA_m1G_MTases_N"	RNA modification	-	-	-	-	-	-	-	-	No	RNA methyltransferase	COG0566	1V3JP	RBP	RBP	RBP	RBP	no_RBP	RBP
SPY_RS01615	SPy_0357	SPy_0357	Q9A1C0	WP_002985912.1	-	HD	"HD/PDEase_dom;HD_domain"	-	2.215694509	-0.403204847	0.741434988	0.021622612	0.643886816	0.257510141	0.345260412	-	No	HD domain-containing protein	COG1418	1V4QX	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS01620	SPy_0358	ybhL	Q9A1B9	WP_010921913.1	Bax1-I	Bax1-I	Bax_inhibitor_1-related	-	-	-	-	-	-	-	-	-	No	Bax inhibitor-1/YccA family protein	COG0670	1V779	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS01625	SPy_0359	yneF	P67295	WP_002985908.1	UPF0154	UPF0154	UPF0154	-	-	-	-	-	-	-	-	-	No	YneF family protein	COG3763	COG3763	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS01630	SPy_0361	racE	Q9A1B7	WP_010921914.1	Asp_Glu_race	Asp_Glu_race	"Asp/Glu/hydantoin_racemase;Asp/Glu_race;Asp/Glu_racemase_AS;Glu_race"	-	-	-	-	-	-	-	-	-	No	glutamate racemase	COG0796	1TPPR	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS01635	SPy_0362	rdgB	Q9A1B6	WP_010921915.1	Ham1p_like	Ham1p_like,RNase_PH,RNase_PH_C	"Ham1p-like;ITPase-like_fam;NTPase"	-	0.687797941	0.039786958	0.240814259	0.1794414	0.28696014	0.097465993	0.150304699	-	No	nucleoside-triphosphate diphosphatase	COG0127	COG0127	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS01640	SPy_0363	ysnB	Q9A1B5	WP_010921916.1	Metallophos_2	Metallophos_2	"Calcineurin-like_PHP_lpxH;Metallo-depent_PP-like;Phosphodiesterase_MJ0936/Vps29"	-	-1.452607432	3.002105605	-0.812847945	1.762615141	0.624816342	0.522347508	0.604974693	-	No	metallophosphoesterase	COG0622	1VA0U	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS01645	SPy_0364	cbpB	Q9A1B4	WP_002985900.1	CBS	CBS	CBS_dom	-	0.887357528	1.379348022	1.115449095	1.090933657	1.118272076	0.000374751	0.001686233	-	No	cyclic-di-AMP-binding protein CbpB	COG0517	1VFAB	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS01650	SPy_0365	xerD	Q9A1B3	WP_010921917.1	Phage_integrase	Phage_int_SAM_1,Phage_integrase	"DNA_brk_join_enz;Integrase-like_cat-core;Integrase_catalytic;Integrase_recombinase_N;Tyrosine_recombinase_XerD-like"	-	1.640088343	-1.819152064	1.740601885	2.337103983	0.974660537	0.288844718	0.375899926	-	No	site-specific tyrosine recombinase XerD	COG0582	1V3Q0	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS01655	SPy_0366	scpA	Q9A1B2	WP_010921918.1	ScpA_ScpB	SMC_ScpA	ScpA	-	-	-	-	-	-	-	-	-	No	segregation/condensation protein A	COG1354	1TRW3	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP
SPY_RS01660	SPy_0367	scpB	P60220	WP_002985894.1	DUF387	SMC_ScpB	"ScpB_csome_segregation;WHTH_DNA-bd_dom"	-	-	-	-	-	-	-	-	-	No	SMC-Scp complex subunit ScpB	COG1386	1V6HI	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS01665	SPy_0369	rluB	Q9A1B0	WP_010921919.1	"PseudoU_synth_2;S4"	PseudoU_synth_2,S4	"PsdUridine_synth_cat_dom;PsdUridine_synth_RsuA/RluB/E/F;PsdUridine_synth_RsuA/RluB_CS;PsdUridine_synth_RsuA/RluD;S4_RNA-bd"	RNA modification	4.227962252	3.378173623	4.085931271	3.064423708	3.689122713	0.0000853	0.000635824	-	No	pseudouridine synthase	COG1187	1TP68	RBP	RBP	RBP	RBP	no_RBP	no_RBP
SPY_RS01670	SPy_0370	yidD	P67307	WP_002985889.1	Haemolytic	Haemolytic	Membr_insert_effic_factor	-	-	-	-	-	-	-	-	-	No	membrane protein insertion efficiency factor YidD	COG0759	1VEIG	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS01675	SPy_0371	cspR	Q9A1A9	WP_002990965.1	SpoU_methylase	SpoU_methylase	"Alpha/beta_knot_MTases;SpoU_MeTrfase;tRNA_cyt/urid_MeTfrase;tRNA_m1G_MTases_N"	RNA modification	2.967482165	3.132592546	2.758524055	2.759834971	2.904608434	0.00000557	0.000246664	-	No	tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL	COG0219	1V3GW	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS01680	SPy_0373	ribU	Q9A1A8	WP_002990963.1	DUF3816	ECF_trnsprt	"ECF_trnsprt_substrate-spec;RibU"	-	-	-	-	-	-	-	-	-	No	ECF transporter S component	COG3601	1V4BW	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP
SPY_RS01685	SPy_0374	yodM	Q9A1A7	WP_002985882.1	PAP2	PAP2	P_Acid_Pase_2/haloperoxidase	-	-	-	-	-	-	-	-	-	No	phosphatase PAP2 family protein	COG0671	1VF2U	no_RBP	no_RBP	no_RBP	no_RBP	RBP	no_RBP
SPY_RS01690	SPy_0376	ytqA	Q9A1A6	WP_002990957.1	Radical_SAM	Radical_SAM,Radical_SAM_C	"CHP01212;Elp3/MiaB/NifB;rSAM;rSAM_horseshoe"	-	-	-	-	-	-	-	-	-	No	TIGR01212 family radical SAM protein	COG1242	1TQ57	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS01695	SPy_0377	mraW1	Q9A1A5	WP_010921921.1	rRNA_methylase	rRNA_methylase	"rRNA_methylase;SAM-dependent_MTases"	RNA modification	4.315867749	3.547574897	5.828856491	2.627868679	4.080041954	0.001804044	0.00579773	"95G; 96Y; 133Y"	No	class I SAM-dependent methyltransferase	COG0144	1UHQD	RBP	no_RBP	RBP	no_RBP	no_RBP	no_homolog
SPY_RS01700	SPy_0378	hlyX	Q9A1A4	WP_010921922.1	"CBS;CorC_HlyC;DUF21"	CBS,CorC_HlyC,DUF21	"CBS_dom;CO_DH_flavot_FAD-bd_sub2;DUF21;FAD-bd_2;Transptr-assoc_dom"	-	1.473253618	0.114291845	-0.402740619	0.247342505	0.358036837	0.352929415	0.446196048	-	No	hemolysin family protein	COG1253	1TPN0	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	RBP
SPY_RS01705	SPy_0379	pflA	Q9A1A3	WP_010921923.1	Radical_SAM	Fer4_12,Radical_SAM	"PFL_activating;Radical_activat_CS;rSAM"	-	-	-	-	-	-	-	-	-	No	pyruvate formate-lyase-activating protein	COG1180	1TPK2	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS01710	SPy_0380	ppaC	P65757	WP_002990948.1	"DHH;DHHA2"	DHH,DHHA2	"DDH_dom;DHHA2;Mn-dep_inorganic_PyrPase"	-	-0.101444686	0.227369223	-0.10844285	0.213281494	0.057690795	0.600870129	0.673678627	-	No	manganese-dependent inorganic pyrophosphatase	COG1227	1TPH6	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP
SPY_RS01715	SPy_0382	SPy_0382	Q9A1A1	WP_010921924.1	DUF1803	DUF1803	DUF1803	-	-	-	-	-	-	-	-	-	No	DUF1803 domain-containing protein	340QP	1VWS7	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS01720	SPy_0383	fhuG	Q9A1A0	WP_015446088.1	FecCD	FecCD	"ABC_BtuC-like;ABC_transptr_permAse"	-	-	-	-	-	-	-	-	-	No	iron ABC transporter permease	COG0609	1TPX6	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS01725	SPy_0384	fhuB	Q9A199	WP_011054214.1	FecCD	FecCD	"ABC_BtuC-like;ABC_transptr_permAse"	-	-	-	-	-	-	-	-	-	No	iron ABC transporter permease	COG0609	1TP13	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS01730	SPy_0385	fhuD	Q9A198	WP_010921927.1	Peripla_BP_2	Peripla_BP_2	ABC_transptr_periplasmic_BD	-	3.504583215	1.931073689	3.376104254	1.95238405	2.691036302	0.001657857	0.005452794	-	No	iron-hydroxamate ABC transporter substrate-binding protein	COG0614	1TQMK	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS01735	SPy_0386	fhuC	Q9A197	WP_002985861.1	ABC_tran	ABC_tran	"AAA+_ATPase;ABC_transporter-like;ABC_transporter_CS;P-loop_NTPase"	-	-	-	-	-	-	-	-	-	No	ABC transporter ATP-binding protein	COG1120	1TP2Q	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS01740	SPy_0388	murE	Q9A196	WP_010921928.1	"Mur_ligase_C;Mur_ligase_M"	Mur_ligase_C,Mur_ligase_M	"Mur_ligase_C;Mur_ligase_cen;Mur_ligase_N;UDP-N-AcMur-Glu-dNH2Pim_ligase"	-	0.564276544	0.21099575	1.111767876	0.021622612	0.477165696	0.085658035	0.134559824	-	No	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L- lysine ligase	COG0769	1TPQE	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS01745	SPy_0390	ytgP	Q9A195	WP_002985856.1	"Polysacc_synt;Polysacc_synt_C"	Polysacc_synt,Polysacc_synt_C	"Polysacc_synt_C;Polysacc_synth"	-	-	-	-	-	-	-	-	-	No	polysaccharide biosynthesis protein	COG2244	1TNYX	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS01750	SPy_0392	upp	P67400	WP_002985854.1	-	UPRTase	"PRTase-like;Ura_phspho_trans"	-	0.44626607	0.881706524	0.816867222	1.024200157	0.792259993	0.002527965	0.007597363	-	No	uracil phosphoribosyltransferase	COG0035	1TPMT	no_RBP	RBP	no_RBP	no_RBP	RBP	no_RBP
SPY_RS01755	SPy_0395	clpP	P69884	WP_002985850.1	CLP_protease	CLP_protease	"ClpP;ClpP/crotonase-like_dom;ClpP/TepA;ClpP_AS"	-	0.230116073	0.244727841	0.577403419	-0.1429087	0.227334658	0.17709176	0.247693126	-	No	ATP-dependent Clp protease proteolytic subunit	COG0740	1TQ91	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS01760	SPy_0397	ylbG	P60419	WP_002985847.1	DUF2129	DUF2129	DUF2129	-	3.632431512	0.122947258	1.895394515	0.503024387	1.538449418	0.082746817	0.130963947	15Y	No	YlbG family protein	COG4471	COG4471	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS01765	SPy_0399	tmk	Q9A190	WP_010921930.1	-	Thymidylate_kin	"P-loop_NTPase;Thymidylate_kinase"	-	0.080847198	0.22510717	0.473069603	0.151988371	0.232753085	0.070664457	0.116376518	-	No	dTMP kinase	COG0125	1V1HE	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS01770	SPy_0400	holB	Q9A189	WP_010921931.1	-	DNA_pol3_delta2,DNApol3-delta_C	"DNA_pol_HolB;P-loop_NTPase"	-	-	-	-	-	-	-	-	-	No	DNA polymerase III subunit delta'	COG0470	1TRVS	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS01775	SPy_0401	yaaT	Q9A188	WP_010921932.1	PSP1	PSP1	PSP1_C	-	-	-	-	-	-	-	-	-	No	PSP1 C-terminal domain-containing protein	COG1774	1TP1V	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	RBP
SPY_RS01780	SPy_0405	yabA	Q9A187	WP_002985838.1	DUF972	YabB	YabA	-	-	-	-	-	-	-	-	-	No	DNA replication initiation control protein YabA	COG4467	1VA1F	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP
SPY_RS01785	SPy_0406	rsmI	Q9A186	WP_010921933.1	TP_methylase	TP_methylase	"4pyrrol_Mease;4pyrrole_Mease_sub1;4pyrrole_Mease_sub2;rRNA_ssu_MeTfrase_I;SAM_MeTrfase_RsmI_CS"	RNA modification	2.673124392	4.273054652	4.12229123	4.128323606	3.79919847	0.000242927	0.001198554	"198E; 202L; 203F; 281Y"	No	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	COG0313	1TP6U	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	RBP
SPY_RS01790	SPy_0407	SPy_0407	Q9A185	WP_002985833.1	-	-	-	-	-	-	-	-	-	-	-	-	No	DUF5684 domain-containing protein	30CA0	1U9FU	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS01795	SPy_0408	cutC	Q9A184	WP_010921934.1	CutC	CutC	"Cu_homeostasis_CutC;Cu_homeostasis_CutC_dom"	-	6.628777034	-6.657235869	6.628777034	6.628777034	3.307273808	0.302890806	0.391757387	-	No	copper homeostasis protein CutC	COG3142	1TQYI	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS01800	SPy_0410	yusI	Q9A183	WP_011284536.1	ArsC	ArsC,Glutaredoxin	"Arsenate_reductase-like;Thioredoxin-like_fold;Tscrpt_reg_Spx/MgsR"	-	-	-	-	-	-	-	-	73G	No	arsenate reductase family protein	COG1393	1VA5Q	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS01805	SPy_0412	xth	Q9A182	WP_010921936.1	Exo_endo_phos	Exo_endo_phos	"AP_endonuc_1;AP_endonuclease_F1_BS;AP_endonuclease_F1_CS;Endo/exonuclease/phosphatase"	-	1.560161586	0.972316316	0.921222575	1.110930308	1.141157696	0.000988888	0.00356321	-	No	exodeoxyribonuclease III	COG0708	1TPFB	RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS01810	SPy_0414	lctO	Q9A181	WP_011285403.1	FMN_dh	FMN_dh	"Aldolase_TIM;Alpha-hydoxy_acid_DH_FMN;FMN-dep_DH;L_lactate_ox"	-	-	-	-	-	-	-	-	-	No	L-lactate oxidase	COG1304	1TPC4	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS01815	SPy_0416	scpC	Q9A180	WP_010921938.1	"DUF1034;PA;Peptidase_S8;YSIRK_signal"	FlgD_ig,Inhibitor_I9,PA,Peptidase_S8,SLH,fn3_5	"LPXTG_anchor;Peptidase_S8/S53_dom;Peptidase_S8_Asp-AS;Peptidase_S8_His-AS;Peptidase_S8_Ser-AS;Peptidase_S8_subtilisin-rel;Peptidase_S8A_DUF1034;Protease-assoc_domain;YSIRK_signal_dom"	-	-0.191009684	-0.421881803	0.037455557	-0.703045976	-0.319620476	0.095259425	0.14771351	-	No	CXC chemokine-degrading serine protease SpyCEP	COG1404	1TPH1	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS01820	SPy_0421	SPy_0421	Q9A179	WP_010921939.1	DUF1275	DUF1275	DUF1275	-	-	-	-	-	-	-	-	-	No	YoaK family protein	COG3619	1VEWY	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS01825	SPy_0422	metG	Q9A178	WP_011285406.1	"tRNA-synt_1g;tRNA_bind"	Anticodon_1,tRNA-synt_1g,tRNA_bind	"Met-tRNA-synth_bsu_C;Met-tRNA_synth;Met-tRNA_synth_2;Methionyl/Leucyl_tRNA_Synth;NA-bd_OB-fold;Rossmann-like_a/b/a_fold;tRNA-bd_dom;tRNAsynth_1a_anticodon-bd"	tRNA ligase	1.568971633	1.77180011	2.203567007	1.269283541	1.703405573	0.000540744	0.002202714	-	No	methionine--tRNA ligase	COG0073	1TPA1	RBP	RBP	RBP	no_RBP	no_RBP	no_RBP
SPY_RS01830	SPy_0425	nrdF	Q9A177	WP_010921941.1	Ribonuc_red_sm	Ribonuc_red_sm	"Ferritin-like_SF;RNR-rel;RNR_NrdF;RNR_small"	-	-0.374900235	-0.0000123	-1.446398477	1.017260271	-0.201012683	0.667749166	0.731137578	-	No	class 1b ribonucleoside-diphosphate reductase subunit beta	COG0208	1TQTH	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS01835	SPy_0426	nrdI	Q9A176	WP_010921942.1	Flavodoxin_NdrI	Flavodoxin_NdrI	"Flavoprotein-like;RNR_Ib_NrdI_bac;RNR_NrdI"	-	-	-	-	-	-	-	-	-	No	class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI	COG1780	1V9T1	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS01840	SPy_0427	nrdE	Q9A175	WP_010921943.1	"Ribonuc_red_lgC;Ribonuc_red_lgN;RNR_N"	RNR_N,Ribonuc_red_lgC,Ribonuc_red_lgN	"NrdE_NrdA;RNR_1b_NrdE;RNR_lg_C;RNR_lsu_N;RNR_N;RNR_R1-su_N"	-	0.833117953	2.643532134	-1.029520216	0.811275628	0.814601375	0.26858538	0.356701719	-	No	class 1b ribonucleoside-diphosphate reductase subunit alpha	COG0209	1TPFH	no_RBP	RBP	RBP	no_RBP	no_RBP	no_RBP
SPY_RS01845	SPy_0428	SPy_0428	Q9A174	WP_010921944.1	ADPrib_exo_Tox	ADPrib_exo_Tox	"ADP-ribosyltransferase;Mono-ADP_RibTrfase_Edin"	-	-	-	-	-	-	-	-	-	No	ADP-ribosyltransferase	COG5585	1UMDA	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS01850	SPy_0430	SPy_0430	Q9A173	WP_011285408.1	-	-	-	-	-	-	-	-	-	-	-	-	No	hypothetical protein	-	-	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS01855	SPy_0432	SPy_0432	Q9A171	WP_010921947.1	-	-	-	-	-	-	-	-	-	-	-	-	No	hypothetical protein	-	-	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS01860	SPy_0433	SPy_0433	Q9A170	WP_010921948.1	-	-	-	-	-	-	-	-	-	-	-	-	No	hypothetical protein	304XY	1TXE6	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS01865	SPy_0435	SPy_0435	Q9A169	WP_002993880.1	-	-	-	-	-	-	-	-	-	-	-	-	No	hypothetical protein	-	-	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS01870	SPy_0436	spej	Q99QN1	WP_010921949.1	"Stap_Strp_tox_C;Stap_Strp_toxin"	Stap_Strp_tox_C	"Enterotoxin;Staph/Strept_toxin_CS;Staph_tox_OB;SuperAg_toxin_C;Superantigen_bac;Toxin_b-grasp_Staph/Strep"	-	-	-	-	-	-	-	-	-	No	streptococcal pyrogenic exotoxin SpeJ	305MP	1TYEN	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP
SPY_RS01875	SPy_0437	SPy_0437	Q9A168	WP_010921950.1	-	-	-	-	-	-	-	-	-	-	-	-	No	hypothetical protein	304XY	1TXE6	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS01880	SPy_0439	SPy_0439	Q9A167	WP_002990844.1	DUF2829	DUF2829	DUF2829	-	-	-	-	-	-	-	-	-	No	DUF2829 domain-containing protein	330X0	1VFBF	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS01885	SPy_0440	fabG	Q9A166	WP_010921951.1	adh_short	adh_short,adh_short_C2	"DH_sc/Rdtase_SDR;Glc/ribitol_DH;NAD(P)-bd_dom;Sc_DH/Rdtase_CS"	-	0.448224624	-0.06902852	0.09735636	0.016389227	0.123235423	0.343657294	0.436439579	-	No	3-oxoacyl-ACP reductase	COG1028	1U8IC	RBP	no_RBP	RBP	no_RBP	no_RBP	no_homolog
SPY_RS01890	SPy_0441	SPy_0441	Q9A165	WP_010921952.1	"GFO_IDH_MocA;GFO_IDH_MocA_C"	GFO_IDH_MocA,GFO_IDH_MocA_C	"NAD(P)-bd_dom;Oxidoreductase_N;OxRdtase_C"	-	0.474944736	1.395597422	1.183941159	1.095860591	1.037585977	0.003890444	0.010470874	-	No	Gfo/Idh/MocA family oxidoreductase	COG0673	1TQSS	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS01895	SPy_0442	SPy_0442	Q9A164	WP_010921953.1	MFS_1	MFS_1	"MFS;MFS_dom;Sugar_P_transporter"	-	-	-	-	-	-	-	-	-	No	MFS transporter	COG2271	1TS33	no_RBP	no_RBP	no_RBP	no_RBP	RBP	no_RBP
SPY_RS01900	SPy_0443	glmU	Q9A163	WP_010921954.1	"Hexapep;NTP_transferase"	Hexapep,Hexapep_2,NTP_transf_3,NTP_transferase	"Bifunctional_GlmU;Hexapep_transf;NTP_transferase;Nucleotide-diphossugar_trans;Trimer_LpxA-like"	-	0.612649648	0.297774854	0.624360022	0.345161075	0.4699864	0.007535005	0.017922244	-	No	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	COG1207	1TP88	no_RBP	RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS01905	SPy_0444	nudF	Q9A162	WP_010921955.1	NUDIX	NUDIX	"NUDIX_hydrolase_dom;NUDIX_hydrolase_dom-like"	-	1.528107916	0.33722383	0.607076985	-0.107839011	0.59114243	0.116810347	0.174387078	-	No	NUDIX hydrolase	COG0494	1V6F5	RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS01910	SPy_0446	macP	Q9A161	WP_010921956.1	-	-	-	-	-	-	-	-	-	-	-	-	No	cell wall synthase accessory phosphoprotein MacP	304WV	1TXC3	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS01915	SPy_0447	mtnN	Q9A160	WP_010921957.1	PNP_UDP_1	PNP_UDP_1	"MTA_SAH_Nsdase;Nucleoside_phosphorylase;Nucleoside_phosphorylase_d"	-	0.497016503	1.862323745	0.334648631	1.225522949	0.979877957	0.030681302	0.057408125	-	No	5'-methylthioadenosine/adenosylhomocysteine nucleosidase	COG0775	1U7WK	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS01920	SPy_0448	SPy_0448	Q9A159	WP_010921958.1	-	-	-	-	-	-	-	-	-	-	-	-	No	hypothetical protein	-	-	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS01925	SPy_0450	ideR	Q9A158	WP_011285412.1	"Fe_dep_repr_C;Fe_dep_repress;FeoA"	Fe_dep_repr_C,Fe_dep_repress,FeoA	"Fe-transptr_FeoA;Fe_dep_repressor;Fe_dep_repressor_HTH_DtxR;Fe_dep_repressor_HTH_DtxR_N;WHTH_DNA-bd_dom"	-	0.925881978	-0.672284493	0.368251514	-1.134312986	-0.128115997	0.766728062	0.82240131	-	No	metal-dependent transcriptional regulator	COG1321	1V97J	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
